id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35013359,扫毒3：人在天涯,,https://dou.img.lithub.cc/movie/35013359.jpg,2023-07-06(中国大陆),https://movie.douban.com/subject/35013359/,5.5,"剧情,动作,犯罪",3,,,2024-01-11 23:10:31,2023 / 中国大陆 中国香港 / 剧情 动作 犯罪 / 邱礼涛 / 刘青云 古天乐
35814176,了不起的夜晚,,https://dou.img.lithub.cc/movie/35814176.jpg,2023-03-31(中国大陆),https://movie.douban.com/subject/35814176/,5.5,"喜剧,惊悚",4,,,2024-01-11 23:09:41,2023 / 中国大陆 / 喜剧 惊悚 / 马凯 / 范丞丞 蒋龙
35448384,无价之宝,,https://dou.img.lithub.cc/movie/35448384.jpg,2023-11-10(中国大陆),https://movie.douban.com/subject/35448384/,6.3,"剧情,喜剧,家庭",4,,,2024-01-11 23:09:25,2023 / 中国大陆 / 剧情 喜剧 家庭 / 张大鹏 / 张译 潘斌龙
35267224,孤注一掷,,https://dou.img.lithub.cc/movie/35267224.jpg,2023-08-08(中国大陆),https://movie.douban.com/subject/35267224/,6.9,"剧情,犯罪",4,,,2024-01-11 23:08:42,2023 / 中国大陆 / 剧情 犯罪 / 申奥 / 张艺兴 金晨
10604086,封神第一部：朝歌风云,,https://dou.img.lithub.cc/movie/10604086.jpg,2023-07-20(中国大陆),https://movie.douban.com/subject/10604086/,7.8,"动作,战争,奇幻",3,,,2024-01-11 23:08:23,2023 / 中国大陆 / 动作 战争 奇幻 古装 / 乌尔善 / 费翔 李雪健
36140095,新闻女王,,https://dou.img.lithub.cc/movie/36140095.jpg,2023-11-17(中国大陆),https://movie.douban.com/subject/36140095/,7.8,剧情,4,,,2024-01-11 23:07:51,2023 / 中国香港 中国大陆 / 剧情 / 陈海斌 姜振杰 / 佘诗曼 马国明
35593344,奥本海默,,https://dou.img.lithub.cc/movie/35593344.jpg,2023-08-30(中国大陆),https://movie.douban.com/subject/35593344/,8.8,"剧情,传记,历史",4,,,2024-01-11 23:07:18,2023 / 美国 英国 / 剧情 传记 历史 / 克里斯托弗·诺兰 / 基里安·墨菲 艾米莉·布朗特
36066128,画江湖之天罡,,https://dou.img.lithub.cc/movie/36066128.jpg,2023-12-29(中国大陆网络),https://movie.douban.com/subject/36066128/,8,"动作,动画,武侠",4,,,2024-01-11 23:06:46,2023 / 中国大陆 / 动作 动画 武侠 / 周飞龙 任伟杰 / 孟宇 阎么么
33456512,涉过愤怒的海,,https://dou.img.lithub.cc/movie/33456512.jpg,2023-11-25(中国大陆),https://movie.douban.com/subject/33456512/,7.4,"剧情,悬疑,犯罪",5,,,2024-01-11 23:05:35,2023 / 中国大陆 / 剧情 悬疑 犯罪 / 曹保平 / 黄渤 周迅
35256092,河边的错误,,https://dou.img.lithub.cc/movie/35256092.jpg,2023-10-21(中国大陆),https://movie.douban.com/subject/35256092/,7.3,"剧情,犯罪",,,,2024-01-11 23:05:12,2023 / 中国大陆 / 剧情 犯罪 / 魏书钧 / 朱一龙 曾美慧孜
